SUBMITTED_ID	FBID_KEY	ASSOCIATED_GENE	SYMBOL
CG4653-PA	FBpp0074095	CG4653	CG4653-PA
CG4653-PA	FBpp0074095	CG4653	CG4653-PA
CG4658-PA	FBpp0079481	CG4658	CG4658-PA
CG4658-PB	FBpp0079482	CG4658	CG4658-PB
CG4658-PC	FBpp0079483	CG4658	CG4658-PC
CG4658-PD	FBpp0310304	CG4658	CG4658-PD
CG4658-PE	FBpp0310305	CG4658	CG4658-PE
CG4660-PA	FBpp0070851	CG4660	CG4660-PA
CG4660-PA	FBpp0070851	CG4660	CG4660-PA
CG4666-PA	FBpp0070852	CG4666	CG4666-PA
CG4666-PA	FBpp0070852	CG4666	CG4666-PA
CG4666-PA	FBpp0070852	CG4666	CG4666-PA
CG4666-PB	FBpp0311824	CG4666	CG4666-PB
CG4666-PB	FBpp0311824	CG4666	CG4666-PB
CG4666-PB	FBpp0311824	CG4666	CG4666-PB
CG4669-PA	FBpp0076874	CG4669	CG4669-PA
CG4669-PA	FBpp0076874	CG4669	CG4669-PA
CG4676-PA	FBpp0086856	CG4676	CG4676-PA
CG4676-PA	FBpp0086856	CG4676	CG4676-PA
CG4676-PA	FBpp0086856	CG4676	CG4676-PA
CG4676-PA	FBpp0086856	CG4676	CG4676-PA
CG4676-PA	FBpp0086856	CG4676	CG4676-PA
CG4676-PA	FBpp0086856	CG4676	CG4676-PA
CG4678-PD	FBpp0289309	CG4678	CG4678-PD
CG4678-PD	FBpp0289309	CG4678	CG4678-PD
CG4678-PE	FBpp0289310	CG4678	CG4678-PE
CG4678-PE	FBpp0289310	CG4678	CG4678-PE
CG4678-PF	FBpp0289311	CG4678	CG4678-PF
CG4678-PF	FBpp0289311	CG4678	CG4678-PF
CG4678-PG	FBpp0289312	CG4678	CG4678-PG
CG4678-PG	FBpp0289312	CG4678	CG4678-PG
CG4678-PI	FBpp0301002	CG4678	CG4678-PI
CG4678-PI	FBpp0301002	CG4678	CG4678-PI
CG4678-PJ	FBpp0308861	CG4678	CG4678-PJ
CG4678-PJ	FBpp0308861	CG4678	CG4678-PJ
CG4678-PK	FBpp0308862	CG4678	CG4678-PK
CG4678-PK	FBpp0308862	CG4678	CG4678-PK
CG4678-PL	FBpp0308863	CG4678	CG4678-PL
CG4678-PL	FBpp0308863	CG4678	CG4678-PL
CG4679-PA	FBpp0086872	CG4679	CG4679-PA
CG4681-PA	FBpp0072248	CG4681	CG4681-PA
CG4686-PA	FBpp0083226	CG4686	CG4686-PA
CG4686-PB	FBpp0306422	CG4686	CG4686-PB
CG4691-PA	FBpp0080232	CG4691	CG4691-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4701-PA	FBpp0080234	CG4701	CG4701-PA
CG4702-PA	FBpp0082023	CG4702	CG4702-PA
CG4702-PB	FBpp0300611	CG4702	CG4702-PB
CG4702-PC	FBpp0300612	CG4702	CG4702-PC
CG4702-PD	FBpp0300613	CG4702	CG4702-PD
CG4704-PA	FBpp0083707	CG4704	CG4704-PA
CG4704-PA	FBpp0083707	CG4704	CG4704-PA
CG4704-PB	FBpp0308283	CG4704	CG4704-PB
CG4704-PB	FBpp0308283	CG4704	CG4704-PB
CG4707-PA	FBpp0072245	CG4707	CG4707-PA
CG4707-PA	FBpp0072245	CG4707	CG4707-PA
CG4707-PA	FBpp0072245	CG4707	CG4707-PA
CG4707-PA	FBpp0072245	CG4707	CG4707-PA
CG4707-PA	FBpp0072245	CG4707	CG4707-PA
CG4707-PA	FBpp0072245	CG4707	CG4707-PA
CG4707-PA	FBpp0072245	CG4707	CG4707-PA
CG4707-PA	FBpp0072245	CG4707	CG4707-PA
CG4709-PA	FBpp0079480	CG4709	CG4709-PA
CG4709-PB	FBpp0310303	CG4709	CG4709-PB
CG4730-PA	FBpp0084308	CG4730	CG4730-PA
CG4730-PA	FBpp0084308	CG4730	CG4730-PA
CG4730-PA	FBpp0084308	CG4730	CG4730-PA
CG4730-PA	FBpp0084308	CG4730	CG4730-PA
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PB	FBpp0303781	CG4730	CG4730-PB
CG4730-PC	FBpp0303782	CG4730	CG4730-PC
CG4730-PC	FBpp0303782	CG4730	CG4730-PC
CG4730-PC	FBpp0303782	CG4730	CG4730-PC
CG4730-PC	FBpp0303782	CG4730	CG4730-PC
CG4733-PB	FBpp0290339	CG4733	CG4733-PB
CG4733-PC	FBpp0300985	CG4733	CG4733-PC
CG4733-PD	FBpp0300986	CG4733	CG4733-PD
CG4733-PE	FBpp0310665	CG4733	CG4733-PE
CG4734-PA	FBpp0086867	CG4734	CG4734-PA
CG4743-PA	FBpp0084307	CG4743	CG4743-PA
CG4751-PA	FBpp0079789	CG4751	CG4751-PA
CG4751-PA	FBpp0079789	CG4751	CG4751-PA
CG4752-PA	FBpp0071743	CG4752	CG4752-PA
CG4757-PA	FBpp0081815	CG4757	CG4757-PA
CG4757-PA	FBpp0081815	CG4757	CG4757-PA
CG4757-PB	FBpp0307203	CG4757	CG4757-PB
CG4757-PB	FBpp0307203	CG4757	CG4757-PB
CG4766-PA	FBpp0070856	CG4766	CG4766-PA
CG4766-PA	FBpp0070856	CG4766	CG4766-PA
CG4768-PA	FBpp0074106	CG4768	CG4768-PA
CG4768-PB	FBpp0297067	CG4768	CG4768-PB
CG4768-PC	FBpp0312451	CG4768	CG4768-PC
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4770-PA	FBpp0083231	CG4770	CG4770-PA
CG4781-PA	FBpp0072242	CG4781	CG4781-PA
CG4788-PA	FBpp0079791	CG4788	CG4788-PA
CG4788-PB	FBpp0310209	CG4788	CG4788-PB
CG4789-PA	FBpp0074107	CG4789	CG4789-PA
CG4797-PB	FBpp0072148	CG4797	CG4797-PB
CG4797-PB	FBpp0072148	CG4797	CG4797-PB
CG4797-PB	FBpp0072148	CG4797	CG4797-PB
CG4797-PB	FBpp0072148	CG4797	CG4797-PB
CG4806-PA	FBpp0072239	CG4806	CG4806-PA
CG4813-PA	FBpp0083719	CG4813	CG4813-PA
CG4815-PA	FBpp0084629	CG4815	CG4815-PA
CG4820-PB	FBpp0112133	CG4820	CG4820-PB
CG4820-PB	FBpp0112133	CG4820	CG4820-PB
CG4820-PB	FBpp0112133	CG4820	CG4820-PB
CG4820-PB	FBpp0112133	CG4820	CG4820-PB
CG4820-PB	FBpp0112133	CG4820	CG4820-PB
CG4820-PB	FBpp0112133	CG4820	CG4820-PB
CG4820-PB	FBpp0112133	CG4820	CG4820-PB
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PA	FBpp0077814	CG4822	CG4822-PA
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PB	FBpp0077817	CG4822	CG4822-PB
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PC	FBpp0077815	CG4822	CG4822-PC
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PD	FBpp0077816	CG4822	CG4822-PD
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PE	FBpp0099712	CG4822	CG4822-PE
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PF	FBpp0099713	CG4822	CG4822-PF
CG4822-PG	FBpp0099714	CG4822	CG4822-PG
CG4822-PG	FBpp0099714	CG4822	CG4822-PG
CG4822-PG	FBpp0099714	CG4822	CG4822-PG
CG4822-PG	FBpp0099714	CG4822	CG4822-PG
CG4822-PG	FBpp0099714	CG4822	CG4822-PG
CG4822-PH	FBpp0099715	CG4822	CG4822-PH
CG4822-PH	FBpp0099715	CG4822	CG4822-PH
CG4822-PH	FBpp0099715	CG4822	CG4822-PH
CG4822-PH	FBpp0099715	CG4822	CG4822-PH
CG4822-PI	FBpp0303496	CG4822	CG4822-PI
CG4822-PI	FBpp0303496	CG4822	CG4822-PI
CG4822-PI	FBpp0303496	CG4822	CG4822-PI
CG4822-PI	FBpp0303496	CG4822	CG4822-PI
CG4829-PA	FBpp0074111	CG4829	CG4829-PA
CG4829-PA	FBpp0074111	CG4829	CG4829-PA
CG4829-PB	FBpp0074110	CG4829	CG4829-PB
CG4829-PB	FBpp0074110	CG4829	CG4829-PB
CG4829-PC	FBpp0074112	CG4829	CG4829-PC
CG4829-PC	FBpp0074112	CG4829	CG4829-PC
CG4829-PD	FBpp0111907	CG4829	CG4829-PD
CG4829-PD	FBpp0111907	CG4829	CG4829-PD
CG4829-PE	FBpp0111908	CG4829	CG4829-PE
CG4829-PE	FBpp0111908	CG4829	CG4829-PE
CG4829-PF	FBpp0307256	CG4829	CG4829-PF
CG4829-PF	FBpp0307256	CG4829	CG4829-PF
CG4829-PF	FBpp0307256	CG4829	CG4829-PF
CG4829-PF	FBpp0307256	CG4829	CG4829-PF
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4830-PA	FBpp0082094	CG4830	CG4830-PA
CG4835-PB	FBpp0305790	CG4835	CG4835-PB
CG4835-PB	FBpp0305790	CG4835	CG4835-PB
CG4836-PA	FBpp0083235	CG4836	CG4836-PA
CG4836-PB	FBpp0083236	CG4836	CG4836-PB
CG4836-PC	FBpp0083237	CG4836	CG4836-PC
CG4836-PE	FBpp0271767	CG4836	CG4836-PE
CG4839-PA	FBpp0079534	CG4839	CG4839-PA
CG4839-PA	FBpp0079534	CG4839	CG4839-PA
CG4839-PA	FBpp0079534	CG4839	CG4839-PA
CG4839-PB	FBpp0079533	CG4839	CG4839-PB
CG4839-PB	FBpp0079533	CG4839	CG4839-PB
CG4839-PB	FBpp0079533	CG4839	CG4839-PB
CG4842-PA	FBpp0075142	CG4842	CG4842-PA
CG4842-PA	FBpp0075142	CG4842	CG4842-PA
CG4842-PA	FBpp0075142	CG4842	CG4842-PA
CG4842-PA	FBpp0075142	CG4842	CG4842-PA
CG4847-PA	FBpp0086089	CG4847	CG4847-PA
CG4847-PA	FBpp0086089	CG4847	CG4847-PA
CG4847-PA	FBpp0086089	CG4847	CG4847-PA
CG4847-PA	FBpp0086089	CG4847	CG4847-PA
CG4847-PA	FBpp0086089	CG4847	CG4847-PA
CG4847-PC	FBpp0086090	CG4847	CG4847-PC
CG4847-PC	FBpp0086090	CG4847	CG4847-PC
CG4847-PC	FBpp0086090	CG4847	CG4847-PC
CG4847-PC	FBpp0086090	CG4847	CG4847-PC
CG4847-PC	FBpp0086090	CG4847	CG4847-PC
CG4847-PD	FBpp0086091	CG4847	CG4847-PD
CG4847-PD	FBpp0086091	CG4847	CG4847-PD
CG4847-PD	FBpp0086091	CG4847	CG4847-PD
CG4847-PD	FBpp0086091	CG4847	CG4847-PD
CG4847-PD	FBpp0086091	CG4847	CG4847-PD
CG4847-PE	FBpp0086093	CG4847	CG4847-PE
CG4847-PE	FBpp0086093	CG4847	CG4847-PE
CG4847-PE	FBpp0086093	CG4847	CG4847-PE
CG4847-PE	FBpp0086093	CG4847	CG4847-PE
CG4847-PE	FBpp0086093	CG4847	CG4847-PE
CG4849-PA	FBpp0084626	CG4849	CG4849-PA
CG4849-PA	FBpp0084626	CG4849	CG4849-PA
CG4849-PA	FBpp0084626	CG4849	CG4849-PA
CG4849-PA	FBpp0084626	CG4849	CG4849-PA
CG4853-PA	FBpp0086094	CG4853	CG4853-PA
CG4853-PB	FBpp0086095	CG4853	CG4853-PB
CG4853-PC	FBpp0309191	CG4853	CG4853-PC
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4854-PA	FBpp0083239	CG4854	CG4854-PA
CG4858-PA	FBpp0077868	CG4858	CG4858-PA
CG4858-PA	FBpp0077868	CG4858	CG4858-PA
CG4858-PA	FBpp0077868	CG4858	CG4858-PA
CG4860-PA	FBpp0082092	CG4860	CG4860-PA
CG4860-PA	FBpp0082092	CG4860	CG4860-PA
CG4860-PA	FBpp0082092	CG4860	CG4860-PA
CG4860-PA	FBpp0082092	CG4860	CG4860-PA
CG4860-PA	FBpp0082092	CG4860	CG4860-PA
CG4860-PA	FBpp0082092	CG4860	CG4860-PA
CG4860-PA	FBpp0082092	CG4860	CG4860-PA
CG4866-PA	FBpp0086096	CG4866	CG4866-PA
CG4872-PA	FBpp0074113	CG4872	CG4872-PA
CG4880-PA	FBpp0074116	CG4880	CG4880-PA
CG4880-PB	FBpp0302656	CG4880	CG4880-PB
CG4882-PA	FBpp0072134	CG4882	CG4882-PA
CG4882-PB	FBpp0309955	CG4882	CG4882-PB
CG4884-PA	FBpp0084633	CG4884	CG4884-PA
CG4884-PB	FBpp0310941	CG4884	CG4884-PB
CG4887-PA	FBpp0077631	CG4887	CG4887-PA
CG4887-PA	FBpp0077631	CG4887	CG4887-PA
CG4887-PB	FBpp0303724	CG4887	CG4887-PB
CG4887-PB	FBpp0303724	CG4887	CG4887-PB
CG4891-PA	FBpp0080373	CG4891	CG4891-PA
CG4892-PB	FBpp0428203	CG4892	CG4892-PB
CG4896-PD	FBpp0077633	CG4896	CG4896-PD
CG4896-PD	FBpp0077633	CG4896	CG4896-PD
CG4896-PG	FBpp0300904	CG4896	CG4896-PG
CG4896-PG	FBpp0300904	CG4896	CG4896-PG
CG4896-PI	FBpp0307377	CG4896	CG4896-PI
CG4896-PI	FBpp0307377	CG4896	CG4896-PI
CG4896-PJ	FBpp0307378	CG4896	CG4896-PJ
CG4896-PJ	FBpp0307378	CG4896	CG4896-PJ
CG4896-PK	FBpp0311118	CG4896	CG4896-PK
CG4896-PK	FBpp0311118	CG4896	CG4896-PK
CG4901-PA	FBpp0079537	CG4901	CG4901-PA
CG4901-PA	FBpp0079537	CG4901	CG4901-PA
CG4901-PA	FBpp0079537	CG4901	CG4901-PA
CG4901-PA	FBpp0079537	CG4901	CG4901-PA
CG4901-PA	FBpp0079537	CG4901	CG4901-PA
CG4901-PA	FBpp0079537	CG4901	CG4901-PA
CG4901-PA	FBpp0079537	CG4901	CG4901-PA
CG4901-PB	FBpp0401582	CG4901	CG4901-PB
CG4901-PB	FBpp0401582	CG4901	CG4901-PB
CG4901-PB	FBpp0401582	CG4901	CG4901-PB
CG4901-PB	FBpp0401582	CG4901	CG4901-PB
CG4901-PB	FBpp0401582	CG4901	CG4901-PB
CG4901-PB	FBpp0401582	CG4901	CG4901-PB
CG4901-PB	FBpp0401582	CG4901	CG4901-PB
CG4901-PC	FBpp0401583	CG4901	CG4901-PC
CG4901-PC	FBpp0401583	CG4901	CG4901-PC
CG4901-PC	FBpp0401583	CG4901	CG4901-PC
CG4901-PC	FBpp0401583	CG4901	CG4901-PC
CG4901-PC	FBpp0401583	CG4901	CG4901-PC
CG4901-PC	FBpp0401583	CG4901	CG4901-PC
CG4901-PC	FBpp0401583	CG4901	CG4901-PC
CG4907-PA	FBpp0083723	CG4907	CG4907-PA
CG4907-PA	FBpp0083723	CG4907	CG4907-PA
CG4911-PA	FBpp0076269	CG4911	CG4911-PA
CG4911-PA	FBpp0076269	CG4911	CG4911-PA
CG4911-PB	FBpp0303939	CG4911	CG4911-PB
CG4911-PB	FBpp0303939	CG4911	CG4911-PB
CG4911-PC	FBpp0311506	CG4911	CG4911-PC
CG4911-PC	FBpp0311506	CG4911	CG4911-PC
CG4914-PA	FBpp0075456	CG4914	CG4914-PA
CG4914-PA	FBpp0075456	CG4914	CG4914-PA
CG4914-PA	FBpp0075456	CG4914	CG4914-PA
CG4914-PA	FBpp0075456	CG4914	CG4914-PA
CG4914-PA	FBpp0075456	CG4914	CG4914-PA
CG4914-PA	FBpp0075456	CG4914	CG4914-PA
CG4914-PA	FBpp0075456	CG4914	CG4914-PA
CG4914-PA	FBpp0075456	CG4914	CG4914-PA
CG4927-PC	FBpp0099998	CG4927	CG4927-PC
CG4927-PC	FBpp0099998	CG4927	CG4927-PC
CG4927-PC	FBpp0099998	CG4927	CG4927-PC
CG4927-PC	FBpp0099998	CG4927	CG4927-PC
CG4927-PC	FBpp0099998	CG4927	CG4927-PC
CG4928-PA	FBpp0074118	CG4928	CG4928-PA
CG4928-PA	FBpp0074118	CG4928	CG4928-PA
CG4928-PB	FBpp0074119	CG4928	CG4928-PB
CG4928-PB	FBpp0074119	CG4928	CG4928-PB
CG4928-PC	FBpp0309738	CG4928	CG4928-PC
CG4928-PC	FBpp0309738	CG4928	CG4928-PC
CG4935-PA	FBpp0080383	CG4935	CG4935-PA
CG4936-PA	FBpp0083240	CG4936	CG4936-PA
CG4942-PA	FBpp0076251	CG4942	CG4942-PA
CG4945-PA	FBpp0086245	CG4945	CG4945-PA
CG4945-PB	FBpp0086246	CG4945	CG4945-PB
CG4945-PC	FBpp0086247	CG4945	CG4945-PC
CG4945-PD	FBpp0309068	CG4945	CG4945-PD
CG4949-PA	FBpp0074155	CG4949	CG4949-PA
CG4949-PC	FBpp0309991	CG4949	CG4949-PC
CG4950-PB	FBpp0288699	CG4950	CG4950-PB
CG4950-PC	FBpp0305739	CG4950	CG4950-PC
CG4951-PA	FBpp0084634	CG4951	CG4951-PA
CG4951-PB	FBpp0112210	CG4951	CG4951-PB
CG4953-PA	FBpp0079574	CG4953	CG4953-PA
CG4956-PA	FBpp0084294	CG4956	CG4956-PA
CG4956-PA	FBpp0084294	CG4956	CG4956-PA
CG4957-PA	FBpp0079575	CG4957	CG4957-PA
CG4960-PA	FBpp0084293	CG4960	CG4960-PA
CG4960-PA	FBpp0084293	CG4960	CG4960-PA
CG4960-PB	FBpp0311937	CG4960	CG4960-PB
CG4960-PB	FBpp0311937	CG4960	CG4960-PB
CG4962-PA	FBpp0075226	CG4962	CG4962-PA
CG4968-PA	FBpp0079577	CG4968	CG4968-PA
CG4968-PA	FBpp0079577	CG4968	CG4968-PA
CG4975-PC	FBpp0289094	CG4975	CG4975-PC
CG4975-PE	FBpp0309239	CG4975	CG4975-PE
CG4982-PA	FBpp0075224	CG4982	CG4982-PA
CG4984-PA	FBpp0086022	CG4984	CG4984-PA
CG4984-PB	FBpp0289095	CG4984	CG4984-PB
CG4984-PC	FBpp0290400	CG4984	CG4984-PC
CG4984-PD	FBpp0290401	CG4984	CG4984-PD
CG4988-PA	FBpp0079838	CG4988	CG4988-PA
CG4988-PA	FBpp0079838	CG4988	CG4988-PA
CG4988-PA	FBpp0079838	CG4988	CG4988-PA
CG4988-PA	FBpp0079838	CG4988	CG4988-PA
CG4991-PA	FBpp0074159	CG4991	CG4991-PA
CG4991-PA	FBpp0074159	CG4991	CG4991-PA
CG4991-PA	FBpp0074159	CG4991	CG4991-PA
CG4991-PA	FBpp0074159	CG4991	CG4991-PA
CG4991-PA	FBpp0074159	CG4991	CG4991-PA
CG4991-PA	FBpp0074159	CG4991	CG4991-PA
CG4991-PA	FBpp0074159	CG4991	CG4991-PA
CG4991-PA	FBpp0074159	CG4991	CG4991-PA
CG4991-PA	FBpp0074159	CG4991	CG4991-PA
CG4991-PB	FBpp0074158	CG4991	CG4991-PB
CG4991-PB	FBpp0074158	CG4991	CG4991-PB
CG4991-PB	FBpp0074158	CG4991	CG4991-PB
CG4991-PB	FBpp0074158	CG4991	CG4991-PB
CG4991-PB	FBpp0074158	CG4991	CG4991-PB
CG4991-PB	FBpp0074158	CG4991	CG4991-PB
CG4991-PB	FBpp0074158	CG4991	CG4991-PB
CG4991-PB	FBpp0074158	CG4991	CG4991-PB
CG4991-PB	FBpp0074158	CG4991	CG4991-PB
CG4991-PD	FBpp0306536	CG4991	CG4991-PD
CG4991-PD	FBpp0306536	CG4991	CG4991-PD
CG4991-PD	FBpp0306536	CG4991	CG4991-PD
CG4991-PD	FBpp0306536	CG4991	CG4991-PD
CG4991-PD	FBpp0306536	CG4991	CG4991-PD
CG4991-PD	FBpp0306536	CG4991	CG4991-PD
CG4991-PD	FBpp0306536	CG4991	CG4991-PD
CG4991-PD	FBpp0306536	CG4991	CG4991-PD
CG4991-PD	FBpp0306536	CG4991	CG4991-PD
CG4991-PE	FBpp0306537	CG4991	CG4991-PE
CG4991-PE	FBpp0306537	CG4991	CG4991-PE
CG4991-PE	FBpp0306537	CG4991	CG4991-PE
CG4991-PE	FBpp0306537	CG4991	CG4991-PE
CG4991-PE	FBpp0306537	CG4991	CG4991-PE
CG4991-PE	FBpp0306537	CG4991	CG4991-PE
CG4991-PE	FBpp0306537	CG4991	CG4991-PE
CG4991-PE	FBpp0306537	CG4991	CG4991-PE
CG4991-PE	FBpp0306537	CG4991	CG4991-PE
CG4991-PF	FBpp0309316	CG4991	CG4991-PF
CG4991-PF	FBpp0309316	CG4991	CG4991-PF
CG4991-PF	FBpp0309316	CG4991	CG4991-PF
CG4991-PF	FBpp0309316	CG4991	CG4991-PF
CG4991-PF	FBpp0309316	CG4991	CG4991-PF
CG4991-PF	FBpp0309316	CG4991	CG4991-PF
CG4991-PF	FBpp0309316	CG4991	CG4991-PF
CG4991-PF	FBpp0309316	CG4991	CG4991-PF
